ID,deck,front,back,tags,note_type,media
342,PMBOK6 - Core Terms,{{c1::Simulation}} models the combined effects of individual project risks and other sources of uncertainty to evaluate their potential impact on achieving project objectives.,Simulation,KA::Schedule PG::Planning ECO::Process,Cloze,
343,PMBOK6 - Core Terms,"The most common simulation technique is {{c1::Monte Carlo analysis}}, in which risks and other sources of uncertainty are used to calculate possible schedule outcomes for the total project.",Monte Carlo analysis,KA::Schedule PG::Planning ECO::Process,Cloze,
350,PMBOK6 - Core Terms,What is the minimum information included in a project schedule?,Planned start and finish dates for each activity.,KA::Schedule PG::Planning ECO::Process,Basic,
355,PMBOK6 - Core Terms,{{c1::Earned value analysis}} assesses schedule performance using SV and SPI.,Earned value analysis,KA::Schedule PG::Monitoring,Cloze,
356,PMBOK6 - Core Terms,{{c1::Iteration burndown chart}} tracks remaining work against ideal and forecast lines.,Iteration burndown chart,KA::Schedule PG::Monitoring,Cloze,
357,PMBOK6 - Core Terms,"{{c1::Performance reviews}} compare actual vs. planned start, finish, and progress.",Performance reviews,KA::Schedule PG::Monitoring,Cloze,
358,PMBOK6 - Core Terms,{{c1::Trend analysis}} is used to evaluate project performance over time.,Trend analysis,KA::Schedule PG::Monitoring,Cloze,
359,PMBOK6 - Core Terms,{{c1::Variance analysis}} compares planned vs. actual start/finish dates and durations.,Variance analysis,KA::Schedule PG::Monitoring,Cloze,
362,PMBOK6 - Core Terms,{{c1::Work performance information}} reflects project performance vs. the schedule baseline.,Work performance information,KA::Schedule PG::Monitoring,Cloze,
363,PMBOK6 - Core Terms,{{c1::Schedule forecasts}} predict future schedule performance using current data.,Schedule forecasts,KA::Schedule PG::Monitoring,Cloze,
364,PMBOK6 - Core Terms,What is the primary concern of Project Cost Management?,Cost of resources,KA::Cost ECO::Process,Basic,
365,PMBOK6 - Core Terms,What lifecycle costs should be considered in Project Cost Management?,"Use, maintenance, support",KA::Cost ECO::Process,Basic,
366,PMBOK6 - Core Terms,Project decisions may reduce project cost but increase what?,Operating costs,KA::Cost ECO::Process,Basic,
367,PMBOK6 - Core Terms,Why do different stakeholders measure costs at different times?,Different accounting/reporting points,KA::Cost ECO::Business,Basic,
368,PMBOK6 - Core Terms,When is the cost of an acquired item measured?,"Decision, order, delivery, or accounting",KA::Cost ECO::Business,Basic,
369,PMBOK6 - Core Terms,What financial techniques may be included in Cost Management?,"ROI, DCF, payback analysis",KA::Cost ECO::Business,Basic,
370,PMBOK6 - Core Terms,{{c1::Earned Schedule (ES)}} extends EVM to better evaluate schedule performance.,Earned Schedule (ES),KA::Cost PG::Monitoring,Cloze,
371,PMBOK6 - Core Terms,"In Earned Schedule theory, schedule variance is calculated as {{c1::ES - AT}}.",ES - AT,KA::Cost PG::Monitoring,Cloze,
372,PMBOK6 - Core Terms,A positive value for ES - AT indicates the project is {{c1::ahead of schedule}}.,ahead of schedule,KA::Cost PG::Monitoring,Cloze,
373,PMBOK6 - Core Terms,{{c1::SPI}} using earned schedule is calculated as ES ÷ AT.,SPI = ES ÷ AT,KA::Cost PG::Monitoring,Cloze,
374,PMBOK6 - Core Terms,Earned Schedule theory can be used to forecast what?,Project completion date,KA::Cost PG::Monitoring,Basic,
375,PMBOK6 - Core Terms,What tailoring factor relates to historical financial data access?,Knowledge management,KA::Cost ECO::Process,Basic,
376,PMBOK6 - Core Terms,What tailoring factor involves existing guidelines for estimating?,Estimating and budgeting,KA::Cost ECO::Process,Basic,
377,PMBOK6 - Core Terms,What tailoring factor evaluates use of cost control metrics?,Earned Value Management,KA::Cost ECO::Process,Basic,
378,PMBOK6 - Core Terms,What tailoring factor addresses iterative methods?,Use of agile approach,KA::Cost ECO::Agile,Basic,
379,PMBOK6 - Core Terms,What tailoring factor relates to policies and oversight?,Governance,KA::Cost ECO::Governance,Basic,
380,PMBOK6 - Core Terms,Why might detailed cost estimates be avoided in adaptive projects?,Frequent changes,KA::Cost ECO::Agile,Basic,
381,PMBOK6 - Core Terms,How are costs forecasted in high-variability projects?,Lightweight estimation,KA::Cost ECO::Agile,Basic,
382,PMBOK6 - Core Terms,"In high-variability but budget-constrained projects, what is adjusted?",Scope and schedule,KA::Cost ECO::Agile,Basic,
385,PMBOK6 - Core Terms,How often is the Plan Cost Management process performed?,Once or at predefined points,KA::Cost PG::Planning,Basic,
386,PMBOK6 - Core Terms,What document defines preapproved financial resources?,Project charter,KA::Cost PG::Initiating,Basic,
387,PMBOK6 - Core Terms,What plan provides criteria for developing and controlling the schedule?,Schedule management plan,KA::Cost KA::Schedule PG::Planning,Basic,
388,PMBOK6 - Core Terms,What plan provides processes that impact cost estimation and management?,Risk management plan,KA::Cost KA::Risk PG::Planning,Basic,
389,PMBOK6 - Core Terms,What enterprise factors can influence cost planning?,"Culture, market, exchange rates, databases",KA::Cost PG::Planning,Basic,
390,PMBOK6 - Core Terms,What organizational assets influence cost planning?,"Financial procedures, databases, lessons learned",KA::Cost PG::Planning,Basic,
391,PMBOK6 - Core Terms,What expertise is used in Plan Cost Management?,"Similar projects, industry info, EVM",KA::Cost PG::Planning,Basic,
392,PMBOK6 - Core Terms,What data analysis technique is commonly used in Plan Cost Management?,Alternatives analysis,KA::Cost PG::Planning,Basic,
393,PMBOK6 - Core Terms,What is a common purpose of meetings during cost planning?,Develop cost management plan,KA::Cost PG::Planning,Basic,
394,PMBOK6 - Core Terms,"{{c1::Cost management plan}} describes how costs will be planned, structured, and controlled.",Cost management plan,KA::Cost PG::Planning,Cloze,
395,PMBOK6 - Core Terms,What does the cost management plan define regarding units?,Units of measure,KA::Cost PG::Planning,Basic,
396,PMBOK6 - Core Terms,What does the cost management plan define regarding rounding?,Level of precision,KA::Cost PG::Planning,Basic,
397,PMBOK6 - Core Terms,What does the cost management plan define regarding contingency?,Level of accuracy,KA::Cost PG::Planning,Basic,
398,PMBOK6 - Core Terms,What is the WBS element used in cost accounting?,Control account,KA::Cost KA::Scope PG::Planning,Basic,
399,PMBOK6 - Core Terms,What are control thresholds?,Allowed cost variance limits,KA::Cost PG::Planning,Basic,
400,PMBOK6 - Core Terms,What do performance measurement rules in the cost plan establish?,EVM techniques and tracking,KA::Cost PG::Planning,Basic,
401,PMBOK6 - Core Terms,What is defined by the cost management plan for communication?,Reporting formats,KA::Cost PG::Planning,Basic,
402,PMBOK6 - Core Terms,What additional detail might be included in the cost plan?,"Funding choices, currency fluctuation procedures",KA::Cost PG::Planning,Basic,
403,PMBOK6 - Core Terms,What is the purpose of the Estimate Costs process?,Develop cost approximation for project resources,KA::Cost PG::Planning,Basic,
404,PMBOK6 - Core Terms,What is the key benefit of Estimate Costs?,Determines monetary resources required,KA::Cost PG::Planning,Basic,
405,PMBOK6 - Core Terms,How often is Estimate Costs performed?,Periodically as needed,KA::Cost PG::Planning,Basic,
406,PMBOK6 - Core Terms,What is a cost estimate?,Quantitative assessment of likely costs,KA::Cost PG::Planning,Basic,
407,PMBOK6 - Core Terms,What factors should cost estimates consider?,Trade-offs and risks,KA::Cost PG::Planning,Basic,
408,PMBOK6 - Core Terms,What is the ROM estimate range?,-25% to +75%,KA::Cost PG::Planning,Basic,
409,PMBOK6 - Core Terms,What is the definitive estimate range?,-5% to +10%,KA::Cost PG::Planning,Basic,
410,PMBOK6 - Core Terms,What are examples of resources estimated in costs?,"Labor, materials, equipment",KA::Cost PG::Planning,Basic,
411,PMBOK6 - Core Terms,What plan defines estimating methods and required accuracy?,Cost management plan,KA::Cost PG::Planning,Basic,
412,PMBOK6 - Core Terms,What plan describes quality-related cost resources?,Quality management plan,KA::Cost PG::Planning,Basic,
413,PMBOK6 - Core Terms,What components are in the scope baseline?,"Scope statement, WBS, WBS dictionary",KA::Cost PG::Planning,Basic,
414,PMBOK6 - Core Terms,What document identifies cost-affecting risks?,Risk register,KA::Cost PG::Planning,Basic,
415,PMBOK6 - Core Terms,{{c1::Analogous estimating}} uses previous project values to estimate costs.,Analogous estimating,KA::Cost PG::Planning,Cloze,
416,PMBOK6 - Core Terms,{{c1::Parametric estimating}} uses historical data and variables to estimate costs.,Parametric estimating,KA::Cost PG::Planning,Cloze,
417,PMBOK6 - Core Terms,{{c1::Bottom-up estimating}} estimates cost at detailed work package level.,Bottom-up estimating,KA::Cost PG::Planning,Cloze,
418,PMBOK6 - Core Terms,"{{c1::Three-point estimating}} uses optimistic, pessimistic, and most likely values.",Three-point estimating,KA::Cost PG::Planning,Cloze,
419,PMBOK6 - Core Terms,What is the formula for triangular distribution?,cE = (cO + cM + cP) / 3,KA::Cost PG::Planning,Basic,
420,PMBOK6 - Core Terms,What is the formula for beta distribution?,cE = (cO + 4cM + cP) / 6,KA::Cost PG::Planning,Basic,
421,PMBOK6 - Core Terms,What does reserve analysis estimate?,Contingency reserves,KA::Cost PG::Planning,Basic,
422,PMBOK6 - Core Terms,What do contingency reserves address?,Known-unknowns,KA::Cost PG::Planning,Basic,
423,PMBOK6 - Core Terms,What type of cost includes financing or inflation allowances?,Special categories,KA::Cost PG::Planning,Basic,
424,PMBOK6 - Core Terms,What is the purpose of the Determine Budget process?,Aggregate costs to establish cost baseline,KA::Cost PG::Planning,Basic,
425,PMBOK6 - Core Terms,What is the key benefit of Determine Budget?,Establishes cost baseline for project,KA::Cost PG::Planning,Basic,
426,PMBOK6 - Core Terms,What is the cost baseline?,Time-phased authorized budget,KA::Cost PG::Planning,Basic,
427,PMBOK6 - Core Terms,What is the cost baseline used for?,Measure and monitor cost performance,KA::Cost PG::Planning,Basic,
428,PMBOK6 - Core Terms,What is included in total funding requirements?,Cost baseline + management reserves,KA::Cost PG::Planning,Basic,
429,PMBOK6 - Core Terms,What tool aggregates activity costs to establish the budget?,Cost aggregation,KA::Cost PG::Planning,Basic,
430,PMBOK6 - Core Terms,What analysis evaluates funding over time?,Funding limit reconciliation,KA::Cost PG::Planning,Basic,
431,PMBOK6 - Core Terms,What is reserve analysis used for in budgeting?,Identify management and contingency reserves,KA::Cost PG::Planning,Basic,
432,PMBOK6 - Core Terms,Who may approve the cost baseline?,Customer or sponsor,KA::Cost PG::Planning,Basic,
433,PMBOK6 - Core Terms,What is a project funding requirement?,Forecast of periodic and total funding,KA::Cost PG::Planning,Basic,
434,PMBOK6 - Core Terms,{{c1::Funding limit reconciliation}} matches planned spending with funding limits.,Funding limit reconciliation,KA::Cost PG::Planning,Cloze,
435,PMBOK6 - Core Terms,{{c1::Cost aggregation}} combines costs from WBS to determine the budget.,Cost aggregation,KA::Cost PG::Planning,Cloze,
436,PMBOK6 - Core Terms,{{c1::Cost baseline}} includes contingency reserves but excludes management reserves.,Cost baseline,KA::Cost PG::Planning,Cloze,
437,PMBOK6 - Core Terms,What is excluded from the cost baseline?,Management reserves,KA::Cost PG::Planning,Basic,
438,PMBOK6 - Core Terms,What process is required to change the cost baseline?,Formal change control,KA::Cost PG::Planning,Basic,
439,PMBOK6 - Core Terms,What is the cost baseline used to compare?,Planned vs. actual results,KA::Cost PG::Planning,Basic,
440,PMBOK6 - Core Terms,What makes up control account costs?,Work package costs + contingency reserves,KA::Cost PG::Planning,Basic,
441,PMBOK6 - Core Terms,What does summing control accounts produce?,Cost baseline,KA::Cost PG::Planning,Basic,
442,PMBOK6 - Core Terms,What view is enabled by tying cost to schedule?,Time-phased S-curve,KA::Cost PG::Planning,Basic,
443,PMBOK6 - Core Terms,"In EVM, what is another name for the cost baseline?",Performance measurement baseline,KA::Cost PG::Planning,Basic,
444,PMBOK6 - Core Terms,How are management reserves moved into the cost baseline?,Through change control,KA::Cost PG::Planning,Basic,
445,PMBOK6 - Core Terms,What does funding limit reconciliation sometimes require?,Rescheduling work,KA::Cost PG::Planning,Basic,
446,PMBOK6 - Core Terms,Why is monitoring expenditures alone of limited value?,It ignores value of work done,KA::Cost PG::Monitoring,Basic,
447,PMBOK6 - Core Terms,What is Planned Value (PV)?,Authorized budget for scheduled work,KA::Cost PG::Monitoring,Basic,
448,PMBOK6 - Core Terms,What is Earned Value (EV)?,Budget for work completed,KA::Cost PG::Monitoring,Basic,
449,PMBOK6 - Core Terms,What is Actual Cost (AC)?,Cost incurred for work done,KA::Cost PG::Monitoring,Basic,
450,PMBOK6 - Core Terms,What is Schedule Variance (SV)?,EV - PV,KA::Cost PG::Monitoring,Basic,
451,PMBOK6 - Core Terms,What is Cost Variance (CV)?,EV - AC,KA::Cost PG::Monitoring,Basic,
452,PMBOK6 - Core Terms,What is Schedule Performance Index (SPI)?,EV ÷ PV,KA::Cost PG::Monitoring,Basic,
453,PMBOK6 - Core Terms,What is Cost Performance Index (CPI)?,EV ÷ AC,KA::Cost PG::Monitoring,Basic,
454,PMBOK6 - Core Terms,What is trend analysis used for?,Assess cost/schedule performance trends,KA::Cost PG::Monitoring,Basic,
455,PMBOK6 - Core Terms,What is the formula for EAC (budgeted rate)?,EAC = AC + (BAC - EV),KA::Cost PG::Monitoring,Basic,
456,PMBOK6 - Core Terms,What is the formula for EAC (CPI-based)?,EAC = BAC ÷ CPI,KA::Cost PG::Monitoring,Basic,
457,PMBOK6 - Core Terms,What is the formula for EAC (CPI and SPI)?,EAC = AC + [(BAC - EV)/(CPI × SPI)],KA::Cost PG::Monitoring,Basic,
458,PMBOK6 - Core Terms,What is the formula for EAC (manual)?,EAC = AC + Bottom-up ETC,KA::Cost PG::Monitoring,Basic,
459,PMBOK6 - Core Terms,What is To-Complete Performance Index (TCPI)?,Required efficiency to meet goal,KA::Cost PG::Monitoring,Basic,
460,PMBOK6 - Core Terms,What is the TCPI formula using BAC?,TCPI = (BAC - EV) ÷ (BAC - AC),KA::Cost PG::Monitoring,Basic,
461,PMBOK6 - Core Terms,What is the TCPI formula using EAC?,TCPI = (BAC - EV) ÷ (EAC - AC),KA::Cost PG::Monitoring,Basic,
462,PMBOK6 - Core Terms,What does Project Quality Management address?,Management of project and its deliverables,KA::Quality,Basic,
463,PMBOK6 - Core Terms,Why is it important to meet quality requirements?,Avoid negative stakeholder impacts,KA::Quality,Basic,
465,PMBOK6 - Core Terms,What is preferred: prevention or inspection?,Prevention,KA::Quality,Basic,
466,PMBOK6 - Core Terms,What is prevention in quality?,Keeping errors out of the process,KA::Quality,Basic,
467,PMBOK6 - Core Terms,What is inspection in quality?,Keeping errors out of the hands of the customer,KA::Quality,Basic,
468,PMBOK6 - Core Terms,What is attribute sampling?,Result conforms or not,KA::Quality,Basic,
469,PMBOK6 - Core Terms,What is variable sampling?,Result rated on a continuous scale,KA::Quality,Basic,
470,PMBOK6 - Core Terms,What are tolerances?,Specified range of acceptable results,KA::Quality,Basic,
472,PMBOK6 - Core Terms,What does COQ stand for?,Cost of Quality,KA::Quality,Basic,
473,PMBOK6 - Core Terms,What are failure costs in COQ?,Costs from not meeting requirements,KA::Quality,Basic,
474,PMBOK6 - Core Terms,What is the least effective quality management level?,Letting customer find defects,KA::Quality,Basic,
475,PMBOK6 - Core Terms,What is the most effective quality management level?,Organization-wide quality culture,KA::Quality,Basic,
476,PMBOK6 - Core Terms,What does customer satisfaction involve?,Conformance + fitness for use,KA::Quality,Basic,
477,PMBOK6 - Core Terms,What cycle is basis for continual improvement?,Plan-Do-Check-Act (PDCA),KA::Quality,Basic,
478,PMBOK6 - Core Terms,Why is management responsibility important in quality?,They provide resources for success,KA::Quality,Basic,
479,PMBOK6 - Core Terms,Why develop partnerships with suppliers?,To enhance mutual value and performance,KA::Quality,Basic,
480,PMBOK6 - Core Terms,What tailoring factor considers audits and tools?,Policy compliance and auditing,KA::Quality,Basic,
481,PMBOK6 - Core Terms,What tailoring factor addresses industry rules?,Standards and regulatory compliance,KA::Quality,Basic,
482,PMBOK6 - Core Terms,What tailoring factor involves ongoing improvement?,Continuous improvement,KA::Quality,Basic,
483,PMBOK6 - Core Terms,What tailoring factor focuses on cooperation?,Stakeholder engagement,KA::Quality,Basic,
484,PMBOK6 - Core Terms,How does agile handle quality?,Built-in frequent quality and review steps,KA::Quality,Basic,
485,PMBOK6 - Core Terms,What are retrospectives used for in agile?,Evaluate and improve quality processes,KA::Quality,Basic,
486,PMBOK6 - Core Terms,Why does agile use small batches?,To find quality issues earlier,KA::Quality,Basic,
489,PMBOK6 - Core Terms,How often is Plan Quality Management performed?,Once or at predefined points,KA::Quality PG::Planning,Basic,
490,PMBOK6 - Core Terms,What input provides the high-level project description and success criteria?,Project charter,KA::Quality PG::Planning,Basic,
491,PMBOK6 - Core Terms,What plan outlines the approach to identify and manage requirements?,Requirements management plan,KA::Quality PG::Planning,Basic,
492,PMBOK6 - Core Terms,What plan helps align quality management with identified risks?,Risk management plan,KA::Quality PG::Planning,Basic,
493,PMBOK6 - Core Terms,What document links product requirements to deliverables and testing?,Requirements traceability matrix,KA::Quality PG::Planning,Basic,
494,PMBOK6 - Core Terms,What document identifies stakeholders with an interest in quality?,Stakeholder register,KA::Quality PG::Planning,Basic,
495,PMBOK6 - Core Terms,What is benchmarking used for in quality planning?,Compare practices to identify improvements,KA::Quality PG::Planning,Basic,
496,PMBOK6 - Core Terms,What does cost-benefit analysis evaluate in quality planning?,If planned quality activities are cost-effective,KA::Quality PG::Planning,Basic,
500,PMBOK6 - Core Terms,What does a quality metric describe?,An attribute and how compliance will be verified,KA::Quality PG::Planning,Basic,
501,PMBOK6 - Core Terms,What are examples of quality metrics?,"CPI, defect rate, test coverage",KA::Quality PG::Planning,Basic,
502,PMBOK6 - Core Terms,What does the SIPOC model illustrate?,"Suppliers, inputs, process, outputs, customers",KA::Quality PG::Planning,Basic,
503,PMBOK6 - Core Terms,What does a flowchart represent in quality planning?,"Steps, decisions, and logic of a process",KA::Quality PG::Planning,Basic,
504,PMBOK6 - Core Terms,What is a logical data model used for in quality management?,Identifying data integrity or quality issues,KA::Quality PG::Planning,Basic,
505,PMBOK6 - Core Terms,What do matrix diagrams help identify?,Strength of relationships between factors,KA::Quality PG::Planning,Basic,
506,PMBOK6 - Core Terms,What is the purpose of mind mapping in quality planning?,Visually organize quality requirements and ideas,KA::Quality PG::Planning,Basic,
507,PMBOK6 - Core Terms,"{{c1::Flowcharts}} show steps, decisions, and logic in a process to help identify quality defects.",Flowcharts,KA::Quality PG::Planning,Cloze,
508,PMBOK6 - Core Terms,{{c1::Logical data models}} help identify potential data quality issues.,Logical data models,KA::Quality PG::Planning,Cloze,
509,PMBOK6 - Core Terms,{{c1::Matrix diagrams}} evaluate relationships between different quality factors.,Matrix diagrams,KA::Quality PG::Planning,Cloze,
510,PMBOK6 - Core Terms,"In quality planning, {{c1::mind mapping}} is used to rapidly gather quality requirements and dependencies.",Mind mapping,KA::Quality PG::Planning,Cloze,
511,PMBOK6 - Core Terms,What are prevention costs?,Costs to prevent poor quality,KA::Quality PG::Planning,Basic,
512,PMBOK6 - Core Terms,What are appraisal costs?,Costs for testing and inspection,KA::Quality PG::Planning,Basic,
513,PMBOK6 - Core Terms,What are failure costs?,Costs due to product nonconformance,KA::Quality PG::Planning,Basic,
514,PMBOK6 - Core Terms,{{c1::Cost of conformance}} includes prevention and appraisal costs.,Cost of conformance,KA::Quality PG::Planning,Cloze,
515,PMBOK6 - Core Terms,{{c1::Cost of nonconformance}} includes internal and external failure costs.,Cost of nonconformance,KA::Quality PG::Planning,Cloze,
516,PMBOK6 - Core Terms,Money spent during the project to avoid failures,Cost of Conformance,KA::Quality PG::Planning,Basic,
517,PMBOK6 - Core Terms,Money spent during and after the project because of failures,Cost of Nonconformance,KA::Quality PG::Planning,Basic,
518,PMBOK6 - Core Terms,The Manage Quality process is also referred to as {{c1::quality assurance}} in project management.,,KA::Quality PG::Executing,Cloze,
519,PMBOK6 - Core Terms,A {{c1::cause-and-effect diagram}} is also known as a fishbone or Ishikawa diagram.,,KA::Quality PG::Executing,Cloze,
520,PMBOK6 - Core Terms,"The purpose of {{c1::quality audits}} is to identify good practices, gaps, and provide improvement recommendations.",,KA::Quality PG::Executing,Cloze,
521,PMBOK6 - Core Terms,{{c1::Scatter diagrams}} show the relationship between two variables and can demonstrate potential correlations.,,KA::Quality PG::Executing,Cloze,
522,PMBOK6 - Core Terms,"{{c1::Root cause analysis}} identifies the underlying cause of a variance, defect, or risk.",,KA::Quality PG::Executing,Cloze,
525,PMBOK6 - Core Terms,"Design for X can result in cost reduction, {{c1::quality improvement}}, better performance, and customer satisfaction.",,KA::Quality PG::Executing,Cloze,
527,PMBOK6 - Core Terms,Who typically conducts a quality audit?,Internal or external audit team,KA::Quality PG::Executing,Basic,
528,PMBOK6 - Core Terms,"Quality audits may help identify best practices, gaps, and {{c1::nonconformities}}.",,KA::Quality PG::Executing,Cloze,
530,PMBOK6 - Core Terms,What is another name for a cause-and-effect diagram?,Ishikawa diagram,KA::Quality PG::Executing,Basic,
532,PMBOK6 - Core Terms,An Ishikawa diagram is also known as a {{c1::fishbone}} or why-why diagram.,,KA::Quality PG::Executing,Cloze,
534,PMBOK6 - Core Terms,"In PMBOK, Manage Quality work falls under the {{c1::conformance}} category of the cost of quality framework.",,KA::Quality PG::Executing,Cloze,
539,PMBOK6 - Core Terms,What are quality control measurements?,Documented results of quality control activities,KA::Quality PG::MonitoringAndControlling,Basic,
543,PMBOK6 - Core Terms,What does a control chart indicate?,If a process is stable and within control limits,KA::Quality PG::MonitoringAndControlling,Basic,
544,PMBOK6 - Core Terms,What is the role of questionnaires in Control Quality?,Gather customer satisfaction data post-deployment,KA::Quality PG::MonitoringAndControlling,Basic,
545,PMBOK6 - Core Terms,What should be reviewed during quality control meetings?,Approved changes and implementation completeness,KA::Quality PG::MonitoringAndControlling,Basic,
546,PMBOK6 - Core Terms,Control Quality verifies that deliverables meet {{c1::requirements specified by stakeholders}}.,,KA::Quality PG::MonitoringAndControlling,Cloze,
547,PMBOK6 - Core Terms,The Control Quality process uses {{c1::statistical sampling}} to assess a subset of results.,,KA::Quality PG::MonitoringAndControlling,Cloze,
548,PMBOK6 - Core Terms,{{c1::Control charts}} show if a process is in control or needs corrective action.,,KA::Quality PG::MonitoringAndControlling,Cloze,
549,PMBOK6 - Core Terms,Inspections are used to determine {{c1::conformance to documented standards}}.,,KA::Quality PG::MonitoringAndControlling,Cloze,
550,PMBOK6 - Core Terms,Verified deliverables are passed to the {{c1::Validate Scope}} process.,,KA::Quality PG::MonitoringAndControlling,Cloze,
551,PMBOK6 - Core Terms,What type of sampling involves selecting 10 engineering drawings at random from a list of 75?,Statistical sampling,KA::Quality PG::MonitoringAndControlling,Basic,
556,PMBOK6 - Core Terms,{{c1::Emotional intelligence (EI)}} helps project managers manage relationships and team dynamics effectively.,Emotional intelligence (EI),KA::Resource,Cloze,
558,PMBOK6 - Core Terms,What are two challenges of managing virtual teams?,Communication gaps and tracking progress.,KA::Resource,Basic,
560,PMBOK6 - Core Terms,"{{c1::Tailoring considerations}} in resource management include diversity, team location, and industry-specific needs.",Tailoring considerations,KA::Resource,Cloze,
562,PMBOK6 - Core Terms,{{c1::Lean Management}} seeks to eliminate waste and optimize efficiency in project resource use.,Lean Management,KA::Resource,Cloze,
563,PMBOK6 - Core Terms,{{c1::Just-in-Time (JIT)}} is a manufacturing method where materials arrive only as needed to reduce inventory costs.,Just-in-Time (JIT),KA::Resource,Cloze,
564,PMBOK6 - Core Terms,{{c1::Kaizen}} refers to continuous small improvements in processes for long-term efficiency gains.,Kaizen,KA::Resource,Cloze,
565,PMBOK6 - Core Terms,{{c1::Total Productive Maintenance (TPM)}} aims to maximize equipment effectiveness and reduce downtime.,Total Productive Maintenance (TPM),KA::Resource,Cloze,
566,PMBOK6 - Core Terms,The {{c1::Theory of Constraints (TOC)}} is a methodology for identifying and managing the most limiting factor (constraint) to improve project outcomes.,Theory of Constraints (TOC),KA::Resource,Cloze,
570,PMBOK6 - Core Terms,{{c1::All project team members}} share responsibility for following the team charter.,All project team members,KA::Resource PG::Planning,Cloze,
571,PMBOK6 - Core Terms,"The function assumed by, or assigned to, a person in the project.",Role,KA::Resource PG::Planning,Basic,
572,PMBOK6 - Core Terms,"The rights to apply project resources, make decisions, or sign approvals.",Authority,KA::Resource PG::Planning,Basic,
573,PMBOK6 - Core Terms,The assigned duties and work expected to be performed.,Responsibility,KA::Resource PG::Planning,Basic,
574,PMBOK6 - Core Terms,The skill and capacity required to complete project work.,Competence,KA::Resource PG::Planning,Basic,
575,PMBOK6 - Core Terms,{{c1::Organizational theory}} provides insight into team behavior and improves planning efficiency.,Organizational theory,KA::Resource PG::Planning,Cloze,
576,PMBOK6 - Core Terms,{{c1::Flexible leadership styles}} are recommended to match a team's maturity level.,Flexible leadership styles,KA::Resource PG::Planning,Cloze,
581,PMBOK6 - Core Terms,What does 'RACI' in a RACI chart stand for?,"Responsible, Accountable, Consult, Inform",KA::Resource PG::Planning,Basic,
582,PMBOK6 - Core Terms,{{c1::RAMs}} ensure one person is accountable for each task.,RAMs,KA::Resource PG::Planning,Cloze,
584,PMBOK6 - Core Terms,{{c1::Resource breakdown structure}} categorizes resources by type and attributes like skill level or certification.,Resource breakdown structure,KA::Resource PG::Estimating,Cloze,
585,PMBOK6 - Core Terms,What do resource requirements define for each work package or activity?,Types and quantities of resources needed,KA::Resource PG::Estimating,Basic,
586,PMBOK6 - Core Terms,"{{c1::Resource requirements}} identify resource types, quantities, assumptions, and availability.",Resource requirements,KA::Resource PG::Estimating,Cloze,
588,PMBOK6 - Core Terms,A {{c1::resource calendar}} shows when and for how long specific resources are available.,resource calendar,KA::Resource PG::Estimating,Cloze,
590,PMBOK6 - Core Terms,{{c1::Estimate Activity Resources}} and {{c2::Estimate Costs}} are closely coordinated to manage expertise and procurement costs.,"Estimate Activity Resources, Estimate Costs",KA::Resource PG::Estimating,Cloze,
592,PMBOK6 - Core Terms,"{{c1::Estimate Activity Resources}} identifies type, quantity, and characteristics of needed resources.",Estimate Activity Resources,KA::Resource PG::Estimating,Cloze,
593,PMBOK6 - Core Terms,Documentation of {{c1::team assignments}} records the team members and their roles and responsibilities for the project.,team assignments,KA::Resource PG::Executing,Cloze,
594,PMBOK6 - Core Terms,"When physical or team resources for a project are determined in advance, they are considered {{c1::pre-assigned}}.",pre-assigned,KA::Resource PG::Executing,Cloze,
595,PMBOK6 - Core Terms,What decision-making technique is used in Acquire Resources?,Multicriteria decision analysis,KA::Resource PG::Executing,Basic,
596,PMBOK6 - Core Terms,Which selection criteria checks if a resource is available during the needed time period?,Availability,KA::Resource PG::Executing,Basic,
597,PMBOK6 - Core Terms,Which selection criteria verifies if a resource fits within the prescribed budget?,Cost,KA::Resource PG::Executing,Basic,
598,PMBOK6 - Core Terms,Which selection criteria checks if the resource has the capability required by the project?,Ability,KA::Resource PG::Executing,Basic,
599,PMBOK6 - Core Terms,Which selection criteria for team resources checks if the member has relevant project experience?,Experience,KA::Resource PG::Executing,Basic,
600,PMBOK6 - Core Terms,Which selection criteria evaluates familiarity with the customer or similar projects?,Knowledge,KA::Resource PG::Executing,Basic,
601,PMBOK6 - Core Terms,Which selection criteria assesses if a team member can use a specific project tool?,Skills,KA::Resource PG::Executing,Basic,
602,PMBOK6 - Core Terms,Which selection criteria evaluates whether a member can work well with others?,Attitude,KA::Resource PG::Executing,Basic,
603,PMBOK6 - Core Terms,"Which selection criteria considers time zone, location, and communication capabilities?",International factors,KA::Resource PG::Executing,Basic,
611,PMBOK6 - Core Terms,Team performance assessments can help identify needs for what interventions?,"Training, coaching, mentoring, or other resources",KA::Resource,Basic,
612,PMBOK6 - Core Terms,Individual and team assessments help reveal what?,"Strengths, weaknesses, and interaction styles",KA::Resource,Basic,
613,PMBOK6 - Core Terms,"{{c1::Individual and team assessments}} help the project manager understand preferences, aspirations, and interactions.",,KA::Resource,Cloze,
614,PMBOK6 - Core Terms,What is training in the context of project resource management?,Activities that enhance team member competencies,KA::Resource,Basic,
616,PMBOK6 - Core Terms,Rewards are most effective when they satisfy a {{c1::valued individual need}}.,,KA::Resource,Cloze,
