deck,front,back,tags,note_type,media
PMBOK7::Performance Domains,"A project team analyzes defect logs and observes end users to determine what the new system must include. What requirements approach is being used?","Eliciting","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A product owner uses a traceability matrix and backlog refinement to ensure new needs are approved and scope remains controlled. What requirements activity is being performed?","Managing","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"You're managing a project with stable scope. You define major deliverables and break them into work packages. What scope decomposition method are you using?","Work Breakdown Structure (WBS)","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Your team identifies customer value themes, then breaks them down into epics, features, and stories. What scope elaboration method is being used?","Agile hierarchy (themes → epics → features → stories)","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"In which approach is the user story considered a placeholder for a conversation, defined at the last responsible moment to minimize wasted planning?","Agile / Adaptive","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A project team is chasing new features as competitors release updates. The release goal keeps shifting. What issue are they experiencing?","Done drift","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A stable-scope project keeps accepting stakeholder change requests without updating the schedule or budget. What issue does this describe?","Scope creep","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"{{c1::Done drift}} occurs when the definition of 'done' changes during the project, while {{c1::scope creep}} occurs when unapproved scope is added without adjusting time or cost.","","Domain::Delivery ECO::Process",Cloze,
PMBOK7::Performance Domains,"In what type of environment is scope creep more common: stable or rapidly changing?","Stable","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Well-documented organizational policies, procedures, and training programs that reduce the likelihood of defects are examples of what COQ category?","Prevention","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"What COQ category includes costs for checking conformance through audits, inspections, or verification?","Appraisal","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A manufacturing team detects a defect before shipment and reworks the item. What type of cost is this under COQ?","Internal failure","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A client returns a defective product months after delivery, triggering a warranty claim. What COQ category does this cost fall under?","External failure","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"According to the cost of change curve, when are defects cheapest to fix?","During requirements or design","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Why is it important to detect quality issues early in the project life cycle?","Later fixes are more expensive","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"What is Boehm's cost of change curve used to illustrate in quality management?","Change gets more expensive over time","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A description of a project or product attribute and how to measure it.","Metric","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"The approved version of a work product used as a basis for comparison to actual results.","Baseline","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"A set of charts and graphs showing progress or performance against important measures of the project.","Dashboard","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"You review current progress data and can confidently report whether the project is ahead, behind, or on schedule. What desired outcome of the Measurement domain does this describe?","A reliable understanding of the status of the project","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"You analyze earned value metrics and use the data to decide whether to adjust the schedule or reallocate resources. What desired outcome of the Measurement domain does this describe?","Actionable data to facilitate decision making","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"Forecasting shows a cost overrun, so you initiate a change request and adjust resource assignments. What desired outcome of the Measurement domain does this describe?","Timely and appropriate actions to keep project performance on track","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"You rely on forecasts and performance evaluations to make changes that help deliver business value and meet performance targets. What desired outcome of the Measurement domain does this describe?","Achieving targets and generating business value by making informed and timely decisions","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"Well before performance deteriorates, the project team notices stakeholders are disengaged and risk planning is weak. What type of KPI does this describe?","Leading indicator","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"You measure project status by reviewing the number of completed deliverables and actual cost variances. What type of KPI is this?","Lagging indicator","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"{{c1::Leading indicators}} predict performance and help teams take early action, while {{c1::lagging indicators}} reflect past performance.","","Domain::Measurement ECO::Process",Cloze,
PMBOK7::Performance Domains,"Effective metrics focus on exactly what should be measured, such as average defect resolution time. What is the term for this metric criteria?","Specific","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"Effective metrics are tied to the business case or requirements and help evaluate progress toward goals. What is the term for this metric criteria?","Meaningful","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"Effective metrics use targets that can be reasonably met with available resources. What is the term for this metric criteria?","Achievable","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"Effective metrics provide value by helping the team take appropriate action. What is the term for this metric criteria?","Relevant","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"Effective metrics offer fresh information that supports decisions before it's too late. What is the term for this metric criteria?","Timely","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,"What does the SMART acronym stand for in evaluating effective project metrics?","Specific, Meaningful, Achievable, Relevant, Timely","Domain::Measurement ECO::Process",Basic,
PMBOK7::Performance Domains,You are using an adaptive approach and want to limit the number of concurrent tasks to maintain flow. What delivery metric should you monitor?,Work in progress,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,"What metric measures the total time from when a task enters the backlog to its completion, and helps gauge process efficiency in adaptive teams?",Lead time,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,You want to forecast your team's likely pace in completing future tasks. What metric showing time to complete individual tasks would help?,Cycle time,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,"According to Little's Law, what delivery metric is proportional to both the arrival rate and completion rate of tasks?",Queue size,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,Which delivery metric helps gauge the efficiency of a Lean system by comparing time spent on value-adding vs non-value-adding activities?,Process efficiency,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,You are comparing actual start/finish dates to planned ones. What are you measuring?,Schedule performance,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,You want to assess if your team's effort and time estimates were accurate. What baseline metric should you use?,Effort and duration comparison,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,Which metric compares earned value to planned value in order to determine schedule health?,Schedule variance,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,Which metric shows how efficiently your team is performing scheduled work using earned value management?,Schedule performance index,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,You want to measure how efficiently you're staying on budget using earned value management. What metric should you use?,Cost performance index,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,You want to assess whether your team used more labor hours than planned. What measurement should you use?,Usage variance,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,Your actual cost of resources is higher than planned due to increased vendor rates. What variance does this describe?,Price variance,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,"Which metric compares the value of benefits to project costs, helping to determine if a project is financially justified?",Cost-benefit ratio,Domain::Measurement ECO::Business,Basic,
PMBOK7::Performance Domains,Which metric shows if the benefits delivered during the project justify continuing or canceling it?,Planned vs actual benefits delivery,Domain::Measurement ECO::Business,Basic,
PMBOK7::Performance Domains,Which metric expresses profit gained relative to project cost and is often tracked at multiple points during a project?,Return on investment (ROI),Domain::Measurement ECO::Business,Basic,
PMBOK7::Performance Domains,You are comparing the present value of future inflows and outflows of capital to determine the project's financial worth. What metric is this?,Net present value (NPV),Domain::Measurement ECO::Business Δ::NewVs6th,Basic,
PMBOK7::Performance Domains,Which stakeholder satisfaction metric uses a range from -100 to +100 and measures willingness to recommend a product or service?,Net Promoter Score (NPS),Domain::Measurement ECO::Business,Basic,
PMBOK7::Performance Domains,What metric uses daily check-ins with colors or symbols to gauge project team sentiment?,Mood chart,Domain::Measurement ECO::People,Basic,
PMBOK7::Performance Domains,"What survey-based metric asks team members about purpose, appreciation, and collaboration to measure satisfaction?",Morale,Domain::Measurement ECO::People,Basic,
PMBOK7::Performance Domains,What metric uses unplanned team member departures as a signal of project health?,Turnover,Domain::Measurement ECO::People,Basic,
PMBOK7::Performance Domains,"Information Radiators, are often {{c1::low tech and high touch}} in that they are manually maintained rather than electronically generated.",,Domain::Measurement MMA::Artifact ECO::Process,cloze,
PMBOK7::Performance Domains,"What measurement pitfall describes how the act of observing performance can itself alter team behavior?",Hawthorne effect,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,"Which type of metric may look impressive but lacks decision-making value, like website pageviews?",Vanity metric,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,"Setting unrealistic goals can backfire by lowering team morale. What is this measurement pitfall called?",Demoralization,Domain::Measurement ECO::People,Basic,
PMBOK7::Performance Domains,"Choosing metrics that support pre-existing beliefs—even when data suggests otherwise—is an example of what bias?",Confirmation bias,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,"Mistaking a statistical relationship for a causal one—such as assuming cost overruns cause delays—is an example of what error?",Correlation vs causation,Domain::Measurement ECO::Process,Basic,
PMBOK7::Performance Domains,"A lack of understanding and awareness of issues, events, paths to follow, or solutions to pursue.",Uncertainty,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"A state of being unclear, having difficulty in identifying the cause of events, or having multiple options from which to choose.",Ambiguity,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"A characteristic of a program or project or its environment that is difficult to manage due to human behavior, system behavior, and ambiguity.",Complexity,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"The possibility for rapid and unpredictable change.",Volatility,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"An uncertain event or condition that, if it occurs, has a positive or negative effect on one or more project objectives.",Risk,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"A project team is highly attuned to shifts in technical, market, or political factors. What outcome of effective uncertainty management does this reflect?",Awareness of project environment,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Your team actively investigates unknowns and adjusts plans to reduce the impact of uncertainty. What desired outcome is being demonstrated?",Proactive exploration and response,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"A project manager monitors how changes in one factor (like supply chain delays) may affect others (like staffing or cost). What outcome is this?",Awareness of variable interdependence,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"The project team anticipates both potential setbacks and beneficial opportunities, and understands their implications. What outcome is this?",Capacity to anticipate threats and opportunities,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Despite a supplier bankruptcy, the project remains on track with minimal disruption. What result of effective uncertainty management is this?",Delivery with minimal negative impact,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Through monitoring emerging trends, the team discovers and takes advantage of a new approach that shortens delivery time. What outcome is this?",Opportunities realized for better performance,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Schedule buffers are used strategically to avoid delay during an unexpected risk event. What uncertainty domain outcome does this reflect?",Effective use of reserves,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What type of uncertainty is associated with the unpredictability of future events?",Risk,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What type of uncertainty involves unclear conditions or difficulty interpreting the present or future?",Ambiguity,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Which type of uncertainty arises from dynamic systems that produce unpredictable results due to many interacting elements?",Complexity,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Project uncertainty can stem from economic, technical, legal, physical, social, or {{c1::political}} factors.",,Domain::Uncertainty ECO::Process,cloze,
PMBOK7::Performance Domains,"What term describes potential outcomes that positively affect project objectives?",Opportunities,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What term describes potential outcomes that negatively affect project objectives?",Threats,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What do we call the combination of threats and opportunities that may affect project objectives?",Project risks,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Your team performs a market analysis to reduce uncertainty about pricing. What strategy are you using?",Gather information,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"The team develops a primary solution and a backup plan to address two possible scenarios. What uncertainty strategy is this?",Prepare for multiple outcomes,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Your team explores different trade-offs—like quality vs cost—early in the project to evaluate multiple approaches. What is this strategy called?",Set-based design,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"When a design fails, the team quickly adapts and implements changes. What uncertainty strategy does this reflect?",Build in resilience,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What type of ambiguity arises when people interpret similar terms or arguments differently?",Conceptual ambiguity,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What type of ambiguity arises when multiple outcomes or solutions are possible?",Situational ambiguity,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"When ambiguity exists around possible solutions, the team incrementally refines the project plan as more information becomes available. What technique is this?",Progressive elaboration,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"To determine whether a solution actually solves a problem, the team sets up a controlled test. What ambiguity-reducing tool is this?",Experimentation,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"The team builds a rough model to understand how various elements interact. What tool are they using to reduce ambiguity?",Prototypes,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What is the term for a project characteristic made difficult to manage due to human behavior, system behavior, or ambiguity?",Complexity,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What strategy for handling complexity involves simplifying a system by disconnecting its components?",Decoupling,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Using a similar but unrelated scenario to better understand a component of a complex system is known as what?",Simulation,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What reframing technique encourages multiple perspectives to better understand complex systems?",Diversity,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What reframing technique combines different types of data to counterbalance bias and broaden perspective?",Balance,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What process-based complexity response involves delivering incrementally and learning from each cycle?",Iterate,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Which process-based technique incorporates feedback early and often to reduce assumptions and increase engagement?",Engage,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What complexity response builds redundancy or allows for graceful degradation in case of failure?",Fail safe,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"Volatility most commonly impacts which two project constraints?",Cost and schedule,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"To address unpredictable material costs, your team explores different vendors and sourcing options. What strategy is this?",Alternatives analysis,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What strategy uses allocated cost or schedule buffers to address price spikes or labor shortages due to volatility?",Reserve,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"A team decides that variations in cost up to ±10% are acceptable, based on organizational tolerance. What is this called?",Risk threshold,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What do we call the cumulative effect of uncertainty across the project, which may arise from complexity, ambiguity, or volatility?",Overall project risk,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"A team develops a mitigation plan but recognizes it introduces new risks. What type of risk is this?",Secondary risk,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"After applying a mitigation strategy, some level of risk remains. What is this called?",Residual risk,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"You compare the Expected Monetary Value (EMV) of a risk against the ROI of a deliverable. What does this analysis help determine?",Risk-response prioritization,Domain::Uncertainty ECO::Business,Basic,
PMBOK7::Performance Domains,"What type of reserve is allocated to handle identified risks if they occur?",Contingency reserve,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"What reserve is budgeted for unknown, in-scope work or unforeseen events?",Management reserve,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Performance Domains,"During a daily standup, a blocker is raised that could cause a delay. What risk process is this an example of?",Risk identification,Domain::Uncertainty ECO::Process,Basic,
PMBOK7::Tailoring,"What is the term for the deliberate adaptation of project management methods, governance, and processes to suit a specific context?",Tailoring,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"Tailoring is influenced by project management principles, organizational values, and what other key factor?",Organizational culture,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"What is the alternative to tailoring, often applied rigidly by inexperienced practitioners?",Unmodified methodology,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"Two organizations optimize risk differently—one uses strict procedures, the other uses fewer controls. What principle does this still align with?",Optimize risk responses,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"An organization that prioritizes 'customer centricity' selects methods that maximize engagement in scope validation. What principle are they aligning with?",Effectively engage with stakeholders,Section::Tailoring ECO::People,Basic,
PMBOK7::Tailoring,"A team ignores project size and applies a framework rigidly, leading to inefficiencies. What tailoring pitfall is this an example of?",Verbatim methodology use,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"What five aspects of a project can be tailored?","Life cycle, processes, engagement, tools, methods/artifacts",Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"Tailoring the mix of predictive and iterative approaches for different project components is known as what?",Hybrid approach,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"Tailoring a process by adjusting it for rigor, accessibility, cost-effectiveness, integration, or consistency refers to what tailoring category?",Process tailoring,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"A project team adds appreciative inquiry to lessons learned to foster collaboration. What tailoring action is this?",Blended,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"You remove meeting minutes from a small, co-located team's routine to save time. What tailoring action is this?",Removed,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"A multidisciplinary team aligns risk management practices across engineering and procurement. What tailoring action is this?",Aligned,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"A project uses experienced staff due to a short timeline. What aspect of engagement tailoring does this reflect?",People,Section::Tailoring ECO::People,Basic,
PMBOK7::Tailoring,"A project team is allowed to make localized decisions about how they execute work. What tailoring consideration is this?",Empowerment,Section::Tailoring ECO::People,Basic,
PMBOK7::Tailoring,"You integrate internal staff, suppliers, and partners into one unified team. What type of tailoring does this demonstrate?",Integration,Section::Tailoring ECO::People,Basic,
PMBOK7::Tailoring,"Selecting a specialized scheduling tool to support project needs is an example of tailoring what?",Tools,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"A project customizes status report templates to fit cultural expectations and stakeholder needs. What is being tailored?",Methods and artifacts,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"What tool helps evaluate whether a project is better suited to predictive, adaptive, or hybrid?",Suitability filter,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"What type of organizational function provides guidance and oversight for tailoring, especially in predictive environments?",PMO (Project Management Office),Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"What type of organizational office supports adaptive approaches by coaching teams and mentoring sponsors?",VDO (Value Delivery Office),Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"A team tailors its internal standup timing. Who likely approves this change?",Project manager,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"A team wants to change stakeholder engagement timing, which affects external groups. Who must approve this?",PMO or VDO,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"Your organization requires repeatable processes and measurement of project capability maturity. What tailoring constraint must you consider?",Process governance,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"A contract mandates a waterfall life cycle. What tailoring constraint is this?",Contractual requirements,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"What types of projects may require additional tailoring oversight to prevent harm or failure?",Large or safety-critical projects,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"What are the four key steps of the tailoring process?","Select approach, tailor for org, tailor for project, ongoing improvement",Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"What document or activity helps evaluate whether predictive, adaptive, or hybrid approaches fit best?",Suitability filter,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"How often should tailoring be revisited during a project?",Continuously,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"A team is evaluating their ability to deliver incrementally and securely. What tailoring domain are they focused on?",Product/deliverable,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"Your team is distributed across time zones and lacks direct access to customers. What aspect of tailoring is most impacted?",Project team,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"You are in a highly regulated market with evolving technology. What tailoring factors are key?",Compliance and technology,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"A team holds retrospectives to assess whether process changes are needed. What tailoring step is this?",Implement ongoing improvement,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"An organization fosters empowerment and supports local decision-making. What tailoring factor is this?",Organizational culture,Section::Tailoring ECO::Process,Basic,
PMBOK7::Tailoring,"Your team is encouraged to trial process changes and inspect and adapt regularly. What tailoring mindset does this support?",Continuous improvement,Section::Tailoring ECO::Process,Basic,
PMBOK7::MMA,"A thinking strategy to explain a process, framework, or phenomenon",Model,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"The means for achieving an outcome, output, result, or project deliverable",Method,MMA::Method ECO::Process,Basic,
PMBOK7::MMA,"A template, document, output, or project deliverable",Artifact,MMA::Artifact ECO::Process,Basic,
PMBOK7::MMA,"Why are models, methods, and artifacts used in projects?","Structure efforts to deliver outcomes",MMA ECO::Process,Basic,
PMBOK7::MMA,"What should project teams avoid when selecting models, methods, or artifacts?","Duplication, low value, misleading info, or personal bias",MMA ECO::Process,Basic,
PMBOK7::MMA,"What are potential costs of using models, methods, and artifacts?","Time, expertise, impact on productivity",MMA ECO::Process,Basic,
PMBOK7::MMA,"Leadership model using competence and commitment to guide directing, coaching, supporting, or delegating.",Situational Leadership II,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"Model with steps: Outcome, Situation, Choices, Actions, Review to support personal development.",OSCAR Model,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"Communication model accounting for sender/receiver's knowledge, experience, stereotypes, and relationship.",Cross-Cultural Communication,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,Model categorizing channels by effectiveness and richness; rich media suits complex info.,Effectiveness of Communication Channels,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"Difference between user's intent and item's design, especially for execution or evaluation.",Gulf of Execution and Evaluation,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"Factors like achievement, growth, and advancement increase job satisfaction.",Motivational factors,MMA::Model ECO::People,Basic,
PMBOK7::MMA,"Company policies, salary, and environment prevent dissatisfaction but do not increase satisfaction.",Hygiene factors,MMA::Model ECO::People,Basic,
PMBOK7::MMA,"Desire to direct one's own life, choose how and when to work.",Autonomy,MMA::Model ECO::People,Basic,
PMBOK7::MMA,Desire to improve and excel; pursue excellence and learn.,Mastery,MMA::Model ECO::People,Basic,
PMBOK7::MMA,Desire to make a difference and contribute to a vision.,Purpose,MMA::Model ECO::People,Basic,
PMBOK7::MMA,"Drive to reach goals through challenging, reasonable work.",Achievement,MMA::Model ECO::People,Basic,
PMBOK7::MMA,"Drive to organize, lead, and gain responsibility.",Power,MMA::Model ECO::People,Basic,
PMBOK7::MMA,"Drive to belong, be accepted, and be part of a team.",Affiliation,MMA::Model ECO::People,Basic,
PMBOK7::MMA,People work only for money; need top-down control.,Theory X,MMA::Model ECO::People,Basic,
PMBOK7::MMA,People are self-motivated; respond to coaching and creativity.,Theory Y,MMA::Model ECO::People,Basic,
PMBOK7::MMA,People seek meaning and self-realization through work.,Theory Z,MMA::Model ECO::People,Basic,
PMBOK7::MMA,What are the five elements of the 'Managing Change in Organizations' model?,"Formulate, plan, implement, manage transition, sustain",MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What does ADKAR stand for in the ADKAR change model?,"Awareness, desire, knowledge, ability, reinforcement",MMA::Model ECO::Process,Basic,
PMBOK7::MMA,Which step in ADKAR focuses on building advocacy to support change?,Desire,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,Which change model includes steps like 'Create urgency' and 'Anchor changes in culture'?,Kotter's 8-Step Process,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,Which change model includes stages like 'Chaos' and 'Transforming idea'?,Virginia Satir Change Model,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What are the three stages in Bridges' Transition Model?,"Ending, neutral zone, new beginning",MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"Framework with five contexts—obvious, complicated, complex, chaotic, disordered",Cynefin framework,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,Matrix evaluating requirement and technology uncertainty,Stacey matrix,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"Stages: forming, storming, norming, performing, adjourning",Tuckman ladder,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"Stages: orientation, trust building, goal clarification, commitment, implementation, high performance, renewal",Drexler/Sibbet model,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What conflict resolution style focuses on treating the conflict as a problem to be solved?,Confronting/problem solving,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What conflict resolution style involves incorporating multiple perspectives to reach consensus?,Collaborating,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What conflict resolution style involves give-and-take to avoid escalation?,Compromising,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What conflict resolution style is used when harmony and goodwill are prioritized?,Smoothing/accommodating,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What conflict resolution style involves one party imposing their will on another due to urgency or authority?,Forcing,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What conflict resolution style is used to delay or avoid the issue temporarily?,Withdrawal/avoiding,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What negotiation approach seeks outcomes where all parties benefit?,Win-win,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What negotiation outcome describes competition where one wins and another loses?,Win-lose/lose-win,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What negotiation outcome occurs when everyone ends up worse off?,Lose-lose,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What qualities support a win-win negotiation outcome?,"Character, trust, and collaborative approach",MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What model helps identify the optimal level of planning effort?,Boehm's planning model,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,What are the five PMBOK process groups?,"Initiating, Planning, Executing, Monitoring & Controlling, Closing",MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"What stakeholder model uses power, legitimacy, and urgency to prioritize stakeholders?",Salience model,MMA::Model ECO::Process,Basic,
PMBOK7::MMA,"Used to evaluate identified options to select the best approach to perform project work","Alternatives analysis",MMA::Method ECO::Process,Basic,
PMBOK7::MMA,"Ensures project assumptions and constraints are integrated into plans and consistent with one another","Assumption and constraint analysis",MMA::Method ECO::Process,Basic,
PMBOK7::MMA,"Compares products, processes, and practices to other organizations to identify best practices and measure performance","Benchmarking",MMA::Method ECO::Process,Basic,
PMBOK7::MMA,"Estimates time needed to recover an investment","Payback period",MMA::Method ECO::Business,Basic,
PMBOK7::MMA,"Projected annual yield of a project investment as a percentage","Internal rate of return (IRR)",MMA::Method ECO::Business,Basic,
