deck,front,back,tags,note_type,media
PMBOK6 - Core Terms,A stakeholder verbally requests a minor change to a deliverable. What is the correct action for the project manager?,Ask the stakeholder to document the request so it can be evaluated through the formal change control process.,KA::Integration PG::Monitoring_Control ECO::Stakeholders,Basic,
PMBOK6 - Core Terms,The CCB has approved a scope change. What should the project manager do next?,Update the relevant components of the project management plan and communicate the decision to stakeholders.,KA::Integration PG::Monitoring_Control ECO::Process,Basic,
PMBOK6 - Core Terms,A project manager notices that unauthorized changes have been made to a configuration item. What process would address this issue?,"Perform Integrated Change Control, as it manages changes to configuration items and ensures proper documentation and approval.",KA::Integration PG::Monitoring_Control ECO::Process,Basic,
PMBOK6 - Core Terms,What should a project manager reference to determine how change requests should be handled and who is authorized to approve them?,The change management plan within the project management plan.,KA::Integration PG::Monitoring_Control ECO::Business,Basic,
PMBOK6 - Core Terms,A stakeholder proposes a change before any baselines have been established. What should the project manager do?,"Changes before baselines are established do not require formal change control. The project manager should assess and incorporate the change as appropriate without invoking the formal Perform Integrated Change Control process.",KA::Integration PG::MonitoringAndControlling ECO::Process, Basic,
PMBOK6 - Core Terms,Who is responsible for reviewing and approving or rejecting change requests once baselines are established?,"The Change Control Board (CCB), as defined in the Change Management Plan, is responsible for formally reviewing, evaluating, and deciding on change requests.",KA::Integration PG::MonitoringAndControlling ECO::Governance, Basic,
PMBOK6 - Core Terms,"During planning, who determines which project artifacts will be placed under configuration control?","The Configuration Management Plan defines which artifacts are subject to configuration control and how changes to these items will be tracked and audited.",KA::Integration PG::Planning ECO::Process, Basic,
PMBOK6 - Core Terms,A change request is submitted that impacts the project scope baseline. What must happen before this change is implemented?,"The change must go through the Perform Integrated Change Control process, reviewed by the CCB, and approved before it can be incorporated into the project scope baseline.",KA::Integration PG::MonitoringAndControlling ECO::Process, Basic,
PMBOK6 - Core Terms,A team member asks if an unapproved change can be made immediately to meet a tight deadline. What is the project manager's best response?,"The project manager should deny the request and explain that any change to baselined documents or deliverables must be approved through the Perform Integrated Change Control process.",KA::Integration PG::MonitoringAndControlling ECO::People, Basic,
PMBOK6 - Core Terms,What is the purpose of the Close Project or Phase process?,Finalize all activities,KA::Integration PG::Closing ECO::Process,Basic,
PMBOK6 - Core Terms,What is the key benefit of the Close Project or Phase process?,Archiving and releasing resources,KA::Integration PG::Closing ECO::Process,Basic,
PMBOK6 - Core Terms,Which document confirms deliverables were accepted?,Accepted deliverables,KA::Integration PG::Closing ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Final report}} summarizes project performance at closure.,Final report,KA::Integration PG::Closing ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Lessons learned register}} is finalized at project close.,Lessons learned register,KA::Integration PG::Closing ECO::Process,Cloze,
PMBOK6 - Core Terms,What document outlines whether project benefits were achieved?,Benefits management plan,KA::Integration PG::Closing ECO::Business,Basic,
PMBOK6 - Core Terms,What is the purpose of meetings in project closure?,Confirm completion and gather lessons,KA::Integration PG::Closing ECO::People,Basic,
PMBOK6 - Core Terms,"When closing the project, the project manager reviews {{c1::the project management plan}} to ensure that all project work is completed and that the project has met its objectives.","the project management plan",KA::Integration PG::Closing ECO::Process, Cloze,
PMBOK6 - Core Terms,What is the purpose of the Plan Scope Management process?,"To define how project and product scope will be planned, defined, validated, and controlled.",KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the key benefit of Plan Scope Management?,Provides structure and guidance for managing scope.,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What document includes the high-level requirements used as input to Plan Scope Management?,Project Charter,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"{{c1::Scope Management Plan}} describes how the scope will be defined, developed, monitored, controlled, and validated.",Scope Management Plan,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,"{{c1::Requirements Management Plan}} describes how project and product requirements will be analyzed, documented, and managed.",Requirements Management Plan,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What technique is used in Plan Scope Management to compare scope approaches?,Alternatives analysis,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the key benefit of the Collect Requirements process?,Provides the basis for defining the product and project scope.,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the primary output of the Collect Requirements process?,Requirements documentation and requirements traceability matrix,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Prototyping}} is a method of obtaining early feedback on requirements by providing a model of the expected product.,Prototyping,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Context diagrams}} visually depict the product scope by showing how people and systems interact with a business system.,Context diagrams,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Nominal group technique}} is a structured form of brainstorming that uses a voting process to rank ideas.,Nominal group technique,KA::Scope PG::Planning ECO::People,Cloze,
PMBOK6 - Core Terms,What is the key benefit of the Define Scope process?,Defines boundaries and acceptance criteria,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Define Scope}} is the process of developing a detailed description of the project and product.,Define Scope,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,"What document provides the detailed description of project deliverables, acceptance criteria, and exclusions?",Project scope statement,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,Which document is more detailed: project charter or project scope statement?,Project scope statement,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What term describes what is specifically not included in a project's scope?,Project exclusions,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Product analysis}} is used to define products and services by asking and answering questions about their characteristics.,Product analysis,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What is the purpose of the Create WBS process?,"To subdivide deliverables and project work into smaller, manageable components.",KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"{{c1::Create WBS}} is the process of subdividing project deliverables and project work into smaller, more manageable components.",Create WBS,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What is a work package?,The lowest level of the WBS for which cost and duration are estimated and managed.,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the 100 percent rule in WBS?,The total of the work at the lowest levels should roll up to the higher levels.,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Decomposition}} is the technique used to break down the project scope into manageable parts.,Decomposition,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What is the scope baseline composed of?,"Scope statement, WBS, WBS dictionary.",KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is a planning package in the WBS?,A component below the control account and above the work package without detailed schedule activities.,KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the WBS dictionary?,"A document that provides detailed deliverable, activity, and scheduling information about each WBS component.",KA::Scope PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"The key output of the Create WBS process is {{c1::the scope baseline}}, which becomes a component of {{c2::the project management plan}}.",scope baseline; project management plan,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,"In an agile project, {{c1::epics}} are decomposed into {{c2::user stories}} during the WBS creation process.",epics; user stories,KA::Scope PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What is the key benefit of the Validate Scope process?,"It brings objectivity to the acceptance process and increases the probability of final acceptance.",KA::Scope PG::Monitoring ECO::Process, Basic,
PMBOK6 - Core Terms,What is the difference between Validate Scope and Control Quality?,"Validate Scope focuses on acceptance of deliverables; Control Quality focuses on correctness and meeting quality requirements.",KA::Scope KA::Quality PG::Monitoring ECO::Process, Basic,
PMBOK6 - Core Terms,What is the main output of the Validate Scope process?,"Accepted deliverables",KA::Scope PG::Monitoring ECO::Process, Basic,
PMBOK6 - Core Terms,Which document is compared to actual results during Validate Scope to determine necessary actions?,"Scope baseline",KA::Scope PG::Monitoring ECO::Process, Basic,
PMBOK6 - Core Terms,"{{c1::Inspection}} includes activities like measuring, examining, and validating deliverables to determine if acceptance criteria are met.",Inspection,KA::Scope PG::Monitoring ECO::Process, Cloze,
PMBOK6 - Core Terms,{{c1::Verified deliverables}} are deliverables completed and checked for correctness through the Control Quality process.,Verified deliverables,KA::Scope PG::Monitoring ECO::Process, Cloze,
PMBOK6 - Core Terms,What action is taken for deliverables that do not meet acceptance criteria?,"They result in change requests for defect repair.",KA::Scope PG::Monitoring ECO::Process, Basic,
PMBOK6 - Core Terms,What type of decision-making technique may be used during Validate Scope?,"Voting",KA::Scope PG::Monitoring ECO::Process, Basic,
PMBOK6 - Core Terms,{{c1::Accepted deliverables}} are deliverables that meet the acceptance criteria and are formally approved by the customer or sponsor.,Accepted deliverables,KA::Scope PG::Monitoring ECO::Process, Cloze,
PMBOK6 - Core Terms,What type of project document may be updated with validation results and lessons learned?,"Lessons learned register",KA::Scope PG::Monitoring ECO::Process, Basic,
PMBOK6 - Core Terms,What is the key benefit of the Control Scope process?,The scope baseline is maintained throughout the project.,KA::Scope PG::Monitoring ECO::Process,Basic,
PMBOK6 - Core Terms,What does the Control Scope process monitor and manage?,The status of the project and product scope and changes to the scope baseline.,KA::Scope PG::Monitoring ECO::Process,Basic,
PMBOK6 - Core Terms,"{{c1::Scope creep}} is the uncontrolled expansion to product or project scope without adjustments to time, cost, and resources.",Scope creep,KA::Scope PG::Monitoring ECO::Process,Cloze,
PMBOK6 - Core Terms,What analysis technique is used in Control Scope to compare the baseline to actual results?,Variance analysis,KA::Scope PG::Monitoring ECO::Process,Basic,
PMBOK6 - Core Terms,What analysis technique examines project performance over time to identify trends?,Trend analysis,KA::Scope PG::Monitoring ECO::Process,Basic,
PMBOK6 - Core Terms,What are the outputs of the Control Scope process?,"Work performance information, change requests, project management plan updates, project documents updates.",KA::Scope PG::Monitoring ECO::Process,Basic,
PMBOK6 - Core Terms,What type of baseline may be revised if scope variances are severe?,"Scope baseline, schedule baseline, cost baseline, or performance measurement baseline.",KA::Scope PG::Monitoring ECO::Process,Basic,
PMBOK6 - Core Terms,What is the main benefit of applying Project Schedule Management?,Timely project completion,KA::Schedule ECO::Process, Basic,
PMBOK6 - Core Terms,What does a schedule model represent in project management?,Plan for delivery over time,KA::Schedule ECO::Process, Basic,
PMBOK6 - Core Terms,What is the output when scheduling data is processed using a scheduling method and tool?,Project schedule,KA::Schedule ECO::Process, Basic,
PMBOK6 - Core Terms,Why is project scheduling important for stakeholder communication?,It sets timing expectations,KA::Schedule ECO::Business, Basic,
PMBOK6 - Core Terms,What type of planning accommodates new knowledge and change during the project?,Rolling wave planning,KA::Schedule PG::Planning, Basic,
PMBOK6 - Core Terms,{{c1::Critical path method}} is a scheduling technique used to determine the longest path.,Critical path method,KA::Schedule PG::Planning, Cloze,
PMBOK6 - Core Terms,What type of scheduling is based on adaptive life cycles and product backlogs?,Iterative scheduling,KA::Schedule PG::Planning, Basic,
PMBOK6 - Core Terms,{{c1::On-demand scheduling}} pulls tasks as resources become available.,On-demand scheduling,KA::Schedule PG::Planning, Cloze,
PMBOK6 - Core Terms,What is the primary goal of on-demand scheduling in Kanban systems?,Limit work in progress,KA::Schedule ECO::Process, Basic,
PMBOK6 - Core Terms,"In adaptive planning, why might a project plan need to change?",Priorities shift,KA::Schedule ECO::Business, Basic,
PMBOK6 - Core Terms,What does a flexible schedule model allow a project team to accommodate?,Risk and discoveries,KA::Schedule ECO::Business, Basic,
PMBOK6 - Core Terms,What project role stays consistent across predictive and adaptive methodologies?,Project manager,KA::Schedule ECO::People, Basic,
PMBOK6 - Core Terms,What is the purpose of the Plan Schedule Management process?,To define how the schedule will be managed,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the key output of the Plan Schedule Management process?,Schedule management plan,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Alternatives analysis}} is used to determine the best scheduling methodology or level of detail.,Alternatives analysis,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Expert judgment}} is used in the Plan Schedule Management process to leverage specialized knowledge.,Expert judgment,KA::Schedule PG::Planning ECO::People,Cloze,
PMBOK6 - Core Terms,What does the schedule management plan define regarding performance thresholds?,Control thresholds,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What type of project information includes staff hours or cubic yards?,Units of measure,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,The {{c1::schedule management plan}} may define rules for earned value techniques such as SPI and SV.,schedule management plan,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What input influences summary schedule milestones and is a source for the Plan Schedule Management process?,Project charter,KA::Schedule PG::Planning ECO::Business,Basic,
PMBOK6 - Core Terms,What is the purpose of the Define Activities process?,"To identify and document specific actions to produce deliverables.",KA::Schedule PG::Planning, Basic,
PMBOK6 - Core Terms,"{{c1::Rolling wave planning}} is an iterative planning technique in which near-term work is planned in detail and future work at a higher level.",Rolling wave planning,KA::Schedule PG::Planning, Cloze,
PMBOK6 - Core Terms,What does the activity list include?,"Activity ID and work description",KA::Schedule PG::Planning, Basic,
PMBOK6 - Core Terms,"{{c1::Activity attributes}} extend the description of activities by including components such as IDs, relationships, and constraints.",Activity attributes,KA::Schedule PG::Planning, Cloze,
PMBOK6 - Core Terms,What is the purpose of activity attributes?,To describe components related to an activity,KA::Schedule PG::Planning, Basic,
PMBOK6 - Core Terms,{{c1::Milestone list}} identifies significant events and indicates if they are mandatory or optional.,Milestone list,KA::Schedule PG::Planning, Cloze,
PMBOK6 - Core Terms,How long is a milestone's duration in a schedule?,Zero,KA::Schedule PG::Planning, Basic,
PMBOK6 - Core Terms,"{{c1::Finish-to-start (FS)}} means the successor cannot start until the predecessor finishes.","Finish-to-start (FS)",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"{{c1::Finish-to-finish (FF)}} means the successor cannot finish until the predecessor finishes.","Finish-to-finish (FF)",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"{{c1::Start-to-start (SS)}} means the successor cannot start until the predecessor starts.","Start-to-start (SS)",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"{{c1::Start-to-finish (SF)}} means the successor cannot finish until the predecessor starts.","Start-to-finish (SF)",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"Editing cannot finish until writing finishes. What relationship is this?","Finish-to-finish",KA::Schedule PG::Planning,Basic
PMBOK6 - Core Terms,"Pouring concrete and leveling must start at the same time. What relationship is this?","Start-to-start",KA::Schedule PG::Planning,Basic
PMBOK6 - Core Terms,"You cannot shut down the old system until the new one starts. What relationship is this?","Start-to-finish",KA::Schedule PG::Planning,Basic
PMBOK6 - Core Terms,"{{c1::Mandatory dependencies}} are legally or contractually required, or inherent to the work.","Mandatory dependencies",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"{{c1::Discretionary dependencies}} are based on best practices or specific project decisions.","Discretionary dependencies",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"{{c1::External dependencies}} are outside the project team's control.","External dependencies",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"{{c1::Internal dependencies}} are within the control of the project team.","Internal dependencies",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"A {{c1::lead}} is the amount of time a successor activity can be advanced with respect to a predecessor activity.","lead",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"A {{c1::lag}} is the amount of time a successor activity will be delayed with respect to a predecessor activity.","lag",KA::Schedule PG::Planning,Cloze
PMBOK6 - Core Terms,"Landscaping scheduled task starts 2 weeks before the punch list  is complete. What is this an example of?","Lead",KA::Schedule PG::Planning,Basic
PMBOK6 - Core Terms,"Editing scheduled task starts 15 days after writing scheduled task starts. What is this an example of?","Lag",KA::Schedule PG::Planning,Basic
PMBOK6 - Core Terms,What is the purpose of the Sequence Activities process in project schedule management?,Define logical sequence of work,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the key benefit of the Sequence Activities process?,Efficiency in sequencing work,KA::Schedule PG::Planning ECO::Business,Basic,
PMBOK6 - Core Terms,What output visually represents logical relationships between project activities?,Project schedule network diagram,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Project schedule network diagrams}} are used to depict logical relationships among project activities.,Project schedule network diagrams,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Path convergence}} occurs when an activity has multiple predecessor activities.,Path convergence,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Path divergence}} occurs when an activity has multiple successor activities.,Path divergence,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,"What is the purpose of the Estimate Activity Durations process?","To estimate the number of work periods needed to complete each activity.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What is the key benefit of the Estimate Activity Durations process?","It provides the amount of time each activity will take to complete.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"Which technique uses historical data from similar projects to estimate duration?","Analogous estimating",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"Which estimating technique multiplies units of work by time per unit?","Parametric estimating",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What is the three-point estimating formula using triangular distribution?","(tO + tM + tP) / 3",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What estimating technique involves decomposing work into detailed components?","Bottom-up estimating",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What does reserve analysis determine in duration estimating?","Contingency and management reserves",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What is the impact of adding too many resources to an activity?","May increase duration due to coordination and learning curve.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What law describes how work expands to fill available time?","Parkinson's Law",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What is the student syndrome?","Procrastinating until the last possible moment before a deadline.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"{{c1::Duration estimates}} are quantitative assessments of the likely number of time periods that are required to complete an activity, a phase, or a project.","Duration estimates",KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,"What is included in a detailed duration estimate?","Basis of estimate, assumptions, constraints, estimate range, confidence level, and risks influencing the estimate.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What is the purpose of the basis of estimates?","To provide clear understanding of how duration estimates were developed.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What might a range-based duration estimate look like?","Example: 2 weeks ± 2 days or a 15% chance of exceeding 3 weeks.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What is included in reserve analysis for duration estimating?","Contingency for known-unknowns; management reserve for unknown-unknowns.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"How are contingency and management reserves treated differently in the schedule baseline?","Contingency is part of the baseline; management reserve is not.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"{{c1::Bottom-up estimating}} is a method of estimating project duration or cost by aggregating the estimates of the lowerlevel components of the WBS.","Bottom-up estimating",KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,"When is bottom-up estimating used?","When detailed estimates are needed for decomposed work and confidence is low.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What does the 'most likely' estimate in three-point estimating represent?","The realistic duration assuming expected conditions and performance.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What is the 'optimistic' estimate in three-point estimating?","The best-case duration assuming everything goes as planned.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"What is the 'pessimistic' estimate in three-point estimating?","The worst-case scenario duration considering risks and delays.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"{{c1::Triangular distribution}} is used when there is insufficient historical data or when using judgmental data.","Three-point estimating",KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,"What is the law of diminishing returns?","Adding more of one input eventually yields smaller increases in output.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"{{c1::Develop Schedule}} is the process of analyzing activity sequences, durations, resource requirements, and constraints to create a schedule model.",Develop Schedule,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What is the key benefit of the Develop Schedule process?,It generates a schedule model with planned dates for completing project activities.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Critical path method}} estimates the minimum project duration and determines schedule flexibility.,Critical path method,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What does the critical path determine?,The shortest possible project duration.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is total float?,Time a schedule activity can be delayed without delaying project finish.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is free float?,Time a schedule activity can be delayed without delaying successor.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Resource leveling}} adjusts start/finish dates based on resource constraints and may change the critical path.,Resource leveling,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Resource smoothing}} adjusts activities so resources don't exceed limits without changing the critical path.,Resource smoothing,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::What-if scenario analysis}} evaluates scenarios to predict impact on project objectives.,What-if analysis,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,"{{c1::Simulation}} uses risks and uncertainties to calculate schedule outcomes, often using Monte Carlo analysis.",Simulation,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Crashing}} adds resources to shorten schedule duration at least cost increase.,Crashing,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Fast tracking}} performs activities in parallel to reduce duration but may increase risk.,Fast tracking,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,{{c1::Schedule baseline}} is the approved schedule version used to compare against actual results.,Schedule baseline,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What is a project schedule?,A schedule model output with linked activities and planned dates.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Bar charts}} show activities and durations graphically on a time scale.,Bar charts,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What are milestone charts?,Charts showing scheduled start/completion of major deliverables.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Project calendars}} identify working days and shifts for scheduled activities.,Project calendars,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What does schedule data include?,"Milestones, activity attributes, assumptions, constraints, and reserves.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is Agile release planning?,Provides a high-level summary timeline of releases based on product roadmap.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::PMIS}} includes scheduling software to generate dates from activity and resource data.,PMIS,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What is an example of resource leveling?,Adjusting dates to balance demand when a resource is overallocated across tasks.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is an example of resource smoothing?,Delaying activities within float limits to meet resource caps without changing the critical path.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,"{{c1::What-if scenario}} analysis is the process of evaluating scenarios in order to predict their effect, positive or negative, on project objectives.",What-if scenario analysis,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What does what-if scenario analysis help project teams assess?,Feasibility of schedules under different conditions and preparation for unexpected events.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,{{c1::Simulation}} models the combined effects of individual project risks and other sources of uncertainty to evaluate their potential impact on achieving project objectives.,Simulation,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,"The most common simulation technique is {{c1::Monte Carlo analysis}}, in which risks and other sources of uncertainty are used to calculate possible schedule outcomes for the total project.",Monte Carlo analysis,KA::Schedule PG::Planning ECO::Process,Cloze,
PMBOK6 - Core Terms,What does simulation involve in the context of schedule modeling?,Calculating durations using distributions to reflect uncertainty and predict milestone achievement probabilities.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is crashing in schedule compression?,"Adding resources to shorten schedule at the least incremental cost, often with risk or cost increase.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is fast tracking in schedule compression?,"Performing sequential activities in parallel to reduce duration, which may increase rework and risk.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the purpose of agile release planning?,To summarize timelines for releases and determine how much can be developed within business constraints.,KA::Schedule PG::Planning ECO::Business,Basic,
PMBOK6 - Core Terms,Why are features emphasized in agile release planning?,Because features represent value to customers and define what will be delivered in each iteration.,KA::Schedule PG::Planning ECO::Business,Basic,
PMBOK6 - Core Terms,What are common formats for displaying a project schedule?,"Bar charts, milestone charts, and network diagrams.",KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the minimum information included in a project schedule?,Planned start and finish dates for each activity.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,When does the project schedule become final instead of preliminary?,After confirming resource assignments and start/finish dates.,KA::Schedule PG::Planning ECO::Process,Basic,
PMBOK6 - Core Terms,What is the purpose of the Control Schedule process?,"To monitor project status, update the schedule, and manage schedule changes.",KA::Schedule PG::Monitoring ECO::Process,Basic,
PMBOK6 - Core Terms,What is the key benefit of the Control Schedule process?,It maintains the schedule baseline throughout the project.,KA::Schedule PG::Monitoring ECO::Process,Basic,
PMBOK6 - Core Terms,"In Agile, what does Control Schedule focus on?","Work delivered vs. estimates, retrospectives, reprioritization, and velocity tracking.",KA::Schedule PG::Monitoring ECO::Agile,Basic,
PMBOK6 - Core Terms,{{c1::Earned value analysis}} assesses schedule performance using SV and SPI.,Earned value analysis,KA::Schedule PG::Monitoring,Cloze,
PMBOK6 - Core Terms,{{c1::Iteration burndown chart}} tracks remaining work against ideal and forecast lines.,Iteration burndown chart,KA::Schedule PG::Monitoring,Cloze,
PMBOK6 - Core Terms,"{{c1::Performance reviews}} compare actual vs. planned start, finish, and progress.",Performance reviews,KA::Schedule PG::Monitoring,Cloze,
PMBOK6 - Core Terms,{{c1::Trend analysis}} is used to evaluate project performance over time.,Trend analysis,KA::Schedule PG::Monitoring,Cloze,
PMBOK6 - Core Terms,{{c1::Variance analysis}} compares planned vs. actual start/finish dates and durations.,Variance analysis,KA::Schedule PG::Monitoring,Cloze,
PMBOK6 - Core Terms,What is the role of the critical path method in Control Schedule?,To evaluate schedule status and risks along critical and near-critical paths.,KA::Schedule PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is the purpose of schedule compression techniques in Control Schedule?,To realign project work by fast tracking or crashing.,KA::Schedule PG::Monitoring,Basic,
PMBOK6 - Core Terms,{{c1::Work performance information}} reflects project performance vs. the schedule baseline.,Work performance information,KA::Schedule PG::Monitoring,Cloze,
PMBOK6 - Core Terms,{{c1::Schedule forecasts}} predict future schedule performance using current data.,Schedule forecasts,KA::Schedule PG::Monitoring,Cloze,
